105,108,109,241,29,35,34,21,22,23,120,25,48,112,226,188,12,138,31,74,125,217,181,191,232,183,165,111,236,128,67,99,113,211,19,24,224,180,43,27,44,47,122,14,101,10,0,242,179,154,82,41,71,100,92,153,91,32,62,129,83,119,118,90,131,149,110,189,126,98,96,136,46,45,197,39,192,115,97,75,68,1,214,140,163,77,20,40,3,143,132,30,196,84,59,176,177,195,51,190
15.151143,12.216045,11.158484,10.293352,10.215828,10.198669,10.165048,10.160398,10.138796,10.071933,10.048692,10.035256,10.006239,9.935474,9.876868,9.874384,9.8203745,9.818204,9.789766,9.7811985,9.778063,9.762401,9.754026,9.750437,9.749695,9.739688,9.702459,9.700981,9.693077,9.680654,9.643403,9.637759,9.633928,9.627472,9.623077,9.615857,9.614883,9.611909,9.601942,9.5950165,9.585413,9.568133,9.564977,9.55009,9.549216,9.542772,9.534128,9.509409,9.503183,9.501707,9.500895,9.498309,9.494769,9.49473,9.485024,9.483297,9.48043,9.475983,9.469235,9.468909,9.468288,9.466356,9.458562,9.450546,9.450087,9.446347,9.445987,9.438948,9.436923,9.432362,9.430618,9.428476,9.428033,9.423721,9.419794,9.4195385,9.418706,9.416524,9.41605,9.41091,9.409932,9.408199,9.407213,9.403879,9.400761,9.399683,9.398726,9.396101,9.395845,9.394654,9.394275,9.385317,9.374354,9.370234,9.369262,9.368705,9.367291,9.365375,9.363729,9.362105
NACCAGEB,NACCIDEM,NACCAGE,NACCDAGE,COGJUDG,COGMODE,NACCCOGF,JUDGMENT,COMMUN,HOMEHOBB,NPGRHA,CDRSUM,BEMODE,NACCNE4S,NPPDXK,NACCLEWY,MARISTAT,NACCVASC,COGVIS,PSP,NPABAN,NPPDXB,NPPATH5,NPHIPSCL,NPPDXQ,NPPATH7,NPOLD3,NACCAPOE,NACCFORM,NPHISMB,NACCMCII,MEDSIF,NPPMIH,NPTDPA,MEMORY,PERSCARE,NPPDXI,NPPATH4,BEIRRIT,DECIN,BEAGIT,NACCBEHF,NPGRLCH,INDEPEND,COGOTHIF,PRIMLANG,NACCREAS,NACCINT,NPPATH3,NPINF4B,PRION,BEDEL,NACCLBDE,COGOTH,OTHPSY,NPINF4A,DEPIF,COGATTN,NACCTMCI,NPHISG,PRIONIF,NPGRLA,NPGRCCA,DEP,NPHIST,NPINF3A,NACCUDSD,NPLBOD,NPASAN,MEDS,DYSILL,NPADNC,BEOTHR,BEPERCH,NPFTDT5,BEVHALL,NPFTDTAU,NPWBRWT,DYSILLIF,PSPIF,IMPNOMCI,NACCREFR,NPTDPD,NPINF,NPOLD1,CORTIF,ORIENT,BEAHALL,BIRTHYR,NPINF1D,NPHISO,COGLANG,NACCPROG,BRNINJ,NACCPPA,NPPATH,NACCNEC,NACCCBD,MOTREM,NPNLOSS
