105,108,109,241,22,23,197,20,27,21,29,120,116,97,25,1,226,188,96,10,47,242,34,26,0,240,59,201,178,2,138,75,68,67,74,94,32,224,101,131,118,126,228,157,218,195,191,83,89,28,180,190,31,12,113,232,181,233,145,129,87,70,46,56,134,81,122,123,24,125,170,4,235,211,133,14,90,19,127,146,60,148,217,128,167,66,187,100,91,229,196,119,135,156,137,62,99,15,110,221
15.305414,12.625031,12.318296,10.975507,10.895413,10.5753,10.338652,10.196079,10.072538,10.003245,9.994752,9.990889,9.947493,9.9285755,9.92019,9.892601,9.891592,9.871645,9.820348,9.819895,9.810873,9.807047,9.790121,9.755951,9.7527275,9.742973,9.728395,9.723531,9.72113,9.699144,9.684577,9.677477,9.674967,9.663733,9.661475,9.651397,9.650729,9.650514,9.639036,9.62506,9.621485,9.619153,9.59915,9.587056,9.585829,9.58435,9.575354,9.562883,9.562291,9.556899,9.552695,9.550575,9.5453205,9.540474,9.534477,9.5320635,9.525655,9.520105,9.519812,9.511123,9.505302,9.505133,9.504291,9.495992,9.491434,9.486238,9.484121,9.482846,9.481794,9.462928,9.453784,9.453697,9.450392,9.445798,9.436449,9.434456,9.431685,9.424565,9.419962,9.419954,9.409264,9.403741,9.397726,9.397583,9.394845,9.388514,9.387388,9.386002,9.377053,9.376855,9.376709,9.375445,9.3745365,9.369181,9.368509,9.360369,9.359671,9.347441,9.345398,9.3448305
NACCAGEB,NACCIDEM,NACCAGE,NACCDAGE,COMMUN,HOMEHOBB,NPFTDT5,ORIENT,DECIN,JUDGMENT,COGJUDG,NPGRHA,NPWBRF,DYSILLIF,CDRSUM,NACCREFR,NPPDXK,NACCLEWY,DYSILL,PRIMLANG,NACCBEHF,NACCINT,NACCCOGF,DECSUB,NACCREAS,NPFAUT,NACCPPA,NPFTDT9,NPPATH2,BIRTHMO,NACCVASC,PSPIF,IMPNOMCI,NACCMCII,PSP,ALCDEM,COGATTN,NPPDXI,COGOTHIF,NPHIST,NPGRCCA,NPASAN,NPPDXM,NACCINF,NACCPRIO,NACCCBD,NPHIPSCL,PRIONIF,NEOPIF,COGMEM,NPPATH4,NPNLOSS,COGVIS,MARISTAT,NPPMIH,NPPDXQ,NPPATH5,NACCOTHP,NPINF2A,NPHISG,HYCEPHIF,NACCALZP,BEOTHR,FRSTCHG,NACCBRAA,HUNTIF,NPGRLCH,NACCAVAS,PERSCARE,NPABAN,NPOLDD2,SEX,NPBNKB,NPTDPA,NPTHAL,INDEPEND,DEP,MEMORY,NPTDPAN,NPINF2B,NACCBVFT,NPINF2F,NPPDXB,NPHISMB,NACCMICR,NACCMCIV,NPPATH11,COGOTH,DEPIF,NPPDXN,NACCPROG,NPGRLA,NACCNEUR,NPINF4F,NACCDIFF,NACCTMCI,MEDSIF,RESIDENC,NACCUDSD,NPPDXF
