112,116,115,270,74,27,30,269,41,75,43,28,204,32,51,49,42,36,148,220,26,259,209,156,107,81,119,125,207,25,205,129,153,34,206,159,151,141,1,4,10,103,16,105,140,128,3,189,246,131,217,267,221,240,170,255,97,251,80,268,39,50,63,225,11,53,55,167,29,211,104,52,155,2,130,33,173,262,146,135,212,14,5,265,271,198,160,48,216,139,133,226,245,137,99,247,57,89,92,260
14.322456,12.106934,10.807439,10.788887,10.751726,10.341844,10.023371,10.014417,9.936322,9.870123,9.8536,9.813589,9.803534,9.782384,9.780401,9.778327,9.777309,9.76678,9.766761,9.708519,9.663257,9.598491,9.592445,9.511606,9.508601,9.501509,9.493491,9.479111,9.47812,9.468664,9.461764,9.453256,9.437846,9.42342,9.416649,9.402781,9.399274,9.395696,9.385157,9.383703,9.380037,9.377123,9.368479,9.362936,9.359945,9.350316,9.332371,9.330615,9.328897,9.322213,9.321226,9.31995,9.318445,9.3166895,9.313078,9.306445,9.304358,9.29924,9.296267,9.293022,9.292645,9.291292,9.291002,9.280934,9.275735,9.275618,9.269844,9.265071,9.262869,9.258204,9.257226,9.254026,9.252947,9.25158,9.251375,9.2434635,9.242834,9.233512,9.229935,9.227926,9.223634,9.213497,9.210659,9.207615,9.202276,9.198851,9.195973,9.195709,9.187296,9.182854,9.177137,9.172999,9.164615,9.164549,9.158567,9.153529,9.152921,9.147484,9.140078,9.135799
NACCAGEB,NACCAGE,NACCIDEM,NACCDAGE,NACCMCII,ORIENT,HOMEHOBB,NPFAUT,NACCCOGF,IMPNOMCI,DECAGE,JUDGMENT,NPPATH,CDRSUM,BEAGIT,BEDISIN,COGMODE,COGJUDG,NPGRHA,NPHIPSCL,MEMORY,NACCDOWN,NPPATH5,NPHISMB,COGOTH,PSP,NACCAC,NACCANGI,NPPATH3,NACCTIYR,NACCNEC,NACCDBMD,NPABAN,DECIN,NPPATH2,NPHIST,NACCAVAS,NPPMIH,NACCREFR,SEX,PRIMLANG,DYSILL,HANDED,MEDS,NACCNE4S,NACCCCBS,BIRTHYR,NPHEMO3,NPPDXB,NACCEMD,NACCLEWY,NACCCSFP,NPFTDTAU,NPTDPA,NPINF1B,NPPDXK,DEP,NPPDXG,PARK,NPBNKF,COGATTN,BEIRRIT,FRSTCHG,NACCPROG,EDUC,BEOTHR,BEMODE,NACCAMY,COMMUN,NPPATH7,DYSILLIF,BEPERCH,NPTDPAN,BIRTHMO,NACCDIUR,DECSUB,NPINF2A,NACCOTHP,NPGRCCA,NACCNSD,NPPATH8,INDEPEND,HISPANIC,NACCFORM,NACCINT,NPOLDD2,NPHISO,BEDEL,NPPATHO,NACCAPOE,NACCHTNC,NPFTDT5,NPPDXA,NACCVASD,OTHPSY,NACCPRIO,MOFALLS,PRION,BRNINJIF,NPPDXP
