112,115,116,270,36,41,209,147,148,28,146,81,55,42,151,166,131,255,1,225,262,74,48,30,140,29,139,14,57,84,159,107,33,12,157,78,37,58,0,156,54,150,211,75,4,108,221,39,32,210,124,143,105,265,133,82,212,144,226,171,119,2,222,3,121,18,190,208,248,98,91,261,252,50,207,220,173,19,260,224,167,178,123,168,11,46,269,199,218,217,187,44,24,169,66,243,246,31,53,122
14.160028,12.198916,11.158694,10.018001,9.987732,9.938566,9.809309,9.708886,9.587194,9.571229,9.569647,9.555931,9.543523,9.537557,9.520599,9.520066,9.518972,9.51739,9.508572,9.505568,9.49474,9.491727,9.446826,9.441249,9.411244,9.411195,9.409187,9.38822,9.378235,9.357264,9.347004,9.343958,9.33711,9.325595,9.311452,9.30809,9.30166,9.293154,9.287844,9.2831745,9.279155,9.274913,9.270785,9.264695,9.259656,9.259348,9.258477,9.25525,9.2460985,9.220179,9.218279,9.213638,9.211066,9.207202,9.201132,9.190764,9.186127,9.185424,9.182854,9.18158,9.178395,9.171596,9.17159,9.166072,9.163794,9.152605,9.15057,9.1469345,9.145818,9.142813,9.138677,9.137881,9.130345,9.119593,9.117462,9.114373,9.113508,9.1052265,9.104036,9.103095,9.096558,9.093689,9.092433,9.091582,9.090345,9.086443,9.084605,9.077109,9.07167,9.071604,9.067926,9.058791,9.058786,9.058283,9.055006,9.053822,9.05294,9.052095,9.03409,9.032181
NACCAGEB,NACCIDEM,NACCAGE,NACCDAGE,COGJUDG,NACCCOGF,NPPATH5,NPGRLA,NPGRHA,JUDGMENT,NPGRCCA,PSP,BEMODE,COGMODE,NACCAVAS,NACCVASC,NACCEMD,NPPDXK,NACCREFR,NACCPROG,NACCOTHP,NACCMCII,BEDEL,HOMEHOBB,NACCNE4S,COMMUN,NACCAPOE,INDEPEND,MOFALLS,CORTIF,NPHIST,COGOTH,DECSUB,MARISTAT,NPHISG,NACCLBDE,COGLANG,MOTREM,NACCREAS,NPHISMB,NACCBEHF,NPGRLCH,NPPATH7,IMPNOMCI,SEX,COGOTHIF,NPFTDTAU,COGATTN,CDRSUM,NPPATH6,NACCAMD,NPWBRWT,MEDS,NACCFORM,NACCHTNC,PSPIF,NPPATH8,NPWBRF,NPFTDT5,NPINF1D,NACCAC,BIRTHMO,NACCPICK,BIRTHYR,NACCADEP,NACCFAM,NPOLD,NPPATH4,NPPDXD,DEPIF,BRNINJ,NPPDXQ,NPPDXH,BEIRRIT,NPPATH3,NPHIPSCL,NPINF2A,NACCMOM,NPPDXP,NACCCBD,NACCAMY,NPINF3B,NACCAHTN,NPINF,EDUC,BEVHALL,NPFAUT,NPOLDD3,NPLBOD,NACCLEWY,NPHEMO1,BEAPATHY,NACCSTYR,NPINF1A,NACCPPA,NPTDPD,NPPDXB,PERSCARE,BEOTHR,NACCADMD
