162,165,120,86,80,320,41,37,166,39,36,73,87,121,96,181,38,321,14,314,293,100,197,49,305,312,46,275,159,89,206,203,149,191,93,190,114,316,216,179,198,24,300,178,171,209,13,204,258,270,68,43,315,184,259,44,276,55,199,104,174,130,71,267,221,153,207,26,220,57,4,241,223,200,50,12,56,246,180,125,296,69,227,67,32,185,115,129,310,61,70,247,0,268,92,111,108,262,54,136
12.913368,12.321451,10.19846,10.129199,10.02842,9.952518,9.927487,9.65127,9.613852,9.512907,9.511148,9.504419,9.338646,9.298578,9.290831,9.251047,9.239296,9.229097,9.188429,9.172255,9.141316,9.14026,9.13352,9.094134,9.086524,9.071849,9.039995,9.027605,8.98441,8.984027,8.982423,8.980726,8.973496,8.971627,8.970238,8.967104,8.961727,8.958151,8.949113,8.947949,8.945328,8.922946,8.918667,8.91744,8.906114,8.893686,8.8936,8.891981,8.882289,8.87845,8.863958,8.8611965,8.855535,8.850923,8.82163,8.821416,8.81534,8.804358,8.803283,8.79909,8.798899,8.794055,8.791144,8.787569,8.77054,8.766436,8.761594,8.756626,8.75164,8.750531,8.741266,8.734175,8.730583,8.721399,8.720965,8.718115,8.713161,8.709923,8.708881,8.7029505,8.698156,8.694677,8.689754,8.684365,8.682501,8.678972,8.677409,8.677284,8.676825,8.673241,8.668741,8.665009,8.664759,8.663254,8.6600065,8.655569,8.654404,8.647589,8.647551,8.641742
NACCAGEB,NACCIDEM,NACCMCII,NACCCOGF,COGJUDG,NACCDAGE,CDRSUM,JUDGMENT,NACCAGE,HOMEHOBB,ORIENT,EVENTS,COGMODE,IMPNOMCI,BEAGIT,NACCEMD,COMMUN,NACCINT,INDEPEND,NPBNKB,NPTDPD,NACCBEHF,NPGRLA,AGIT,NPPDXK,NACCOTHP,DELSEV,NACCPROG,NACCETPR,BEAPATHY,NPHISMB,NPABAN,DYSILL,NPPMIH,BEDEL,NACCNE4S,NACCLBDS,NACCPARA,NACCVASC,NACCDBMD,NPGRHA,INCALLS,NPPDXF,NACCCCBS,NACCADEP,NPHIST,NACCLIVS,NPASAN,NPPATH4,NPHIPSCL,TAXES,CDRLANG,NACCFORM,NACCLIPL,NPPATH5,NPIQINF,NPFTDT5,ELATSEV,NPGRSNH,MOTREM,NACCAMD,CORTIF,STOVE,NACCLEWY,NPINF1D,COGOTH,NPHISG,NACCFAM,NPINF1B,APASEV,SEX,NPOLD1,NPINF2A,NPGRLCH,AGITSEV,MARISTAT,APA,NPOLDD,NACCDIUR,NACCLBDP,NPPDXB,SHOPPING,NPINF3A,BILLS,DRUG1,NACCNSD,NACCTMCI,CORT,NPPDXP,IRRSEV,GAMES,NPOLDD1,NACCREAS,NPLBOD,BEAHALL,DEMENTED,COURSE,NPPATH8,ELAT,PRIONIF
