109,105,138,241,94,108,197,0,68,7,174,201,240,115,106,132,128,23,64,196,76,21,27,3,41,134,176,65,136,188,137,69,10,70,31,101,121,236,38,24,55,156,229,117,16,37,50,30,63,232,158,60,235,123,59,20,29,66,112,139,135,214,39,129,242,78,56,141,13,100,184,95,157,72,131,145,119,162,167,34,159,91,122,97,51,32,130,2,178,48,147,110,4,220,170,231,211,43,9,155
13.295758,12.63209,10.356928,10.334204,10.283669,10.218889,10.207339,10.125571,10.026477,10.012771,10.010397,9.9749775,9.953238,9.900612,9.873698,9.844067,9.83199,9.818236,9.798688,9.781325,9.778059,9.736664,9.715128,9.705466,9.698961,9.6759,9.656745,9.650354,9.648893,9.648547,9.621906,9.616666,9.611622,9.609606,9.596758,9.592597,9.592196,9.568271,9.560356,9.560345,9.555855,9.551681,9.549921,9.542412,9.533074,9.514936,9.514109,9.511953,9.5040455,9.50373,9.498411,9.484522,9.48147,9.4802885,9.477767,9.477393,9.471276,9.465951,9.464052,9.462495,9.459985,9.456488,9.456105,9.443066,9.434713,9.4277725,9.421699,9.419202,9.41367,9.412946,9.407827,9.405942,9.404855,9.403407,9.401314,9.396025,9.387196,9.387114,9.387054,9.386389,9.380966,9.3775,9.376727,9.374098,9.3674,9.363756,9.358137,9.3515415,9.35153,9.347284,9.346052,9.344391,9.343176,9.331822,9.3246,9.323954,9.318604,9.3167515,9.315315,9.314545
NACCAGE,NACCAGEB,NACCVASC,NACCDAGE,ALCDEM,NACCIDEM,NPFTDT5,NACCREAS,IMPNOMCI,RACE,NACCARTE,NPFTDT9,NPFAUT,NPWBRWT,NACCNIHR,NPHISO,NPHISMB,HOMEHOBB,NACCMCIA,NACCPROG,CORT,JUDGMENT,DECIN,BIRTHYR,BEDEL,NACCBRAA,NPPATH,NACCMCIE,NPADNC,NACCLEWY,NACCDIFF,NACCALZD,PRIMLANG,NACCALZP,COGVIS,COGOTHIF,NPGRSNH,NACCFORM,BEDEP,PERSCARE,COURSE,NPINF4F,NPPDXN,NACCBRNN,HANDED,BEAPATHY,MOFALLS,COGLANG,NACCMCIL,NPPDXQ,NPHEMO,NACCBVFT,NPBNKB,NACCAVAS,NACCPPA,ORIENT,COGJUDG,NACCMCIV,NACCNE4S,NACCAMY,NACCNEUR,NPTDPD,BEVHALL,NPHISG,NACCINT,DOWNS,FRSTCHG,NPINF1A,NACCLIVS,COGOTH,NPPATH8,ALCDEMIF,NACCINF,NACCLBDP,NPHIST,NPINF2A,NPGRLA,NPOLD,NACCMICR,NACCCOGF,NPHEMO1,DEPIF,NPGRLCH,DYSILLIF,MOTREM,COGATTN,NPHISSS,BIRTHMO,NPPATH2,BEMODE,NPINF2D,NACCUDSD,SEX,NPPDXE,NPOLDD2,NPPDXP,NPTDPA,BEIRRIT,RACETER,NPINF4D
